,idstd,id,a4a,a6a,a2,a4b_v4,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,ic1,a1,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,b3,b3a,b2a,b2b,b2c,b2d,BGDb2a,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,BGDc18,BGDc19,BGDc20,c22b,BMGc7,BMGc8,BMGc18,BMGc23k,BMGc23l,BMGc23m,c30a,d1a1a,d1a1x,d1a6a,d1a6b,d1a6c,d1a3,d2,d2x,d20,d2a1,d2a1x,n3,d3a,d3b,d3c,d4,d5a,BGDd31,d8,d10,d11,d12a,d12b,d13,d14,d15a,BGDd16,BGDd17,BGDd18,BGDd19,BGDd20,BGDd21,BGDd22,BGDd23,BGDd24,BGDd25,BGDd26,BGDd27a,BGDd27b,BGDd27c,BGDd27d,BGDd27e,BGDd27f,d30a,d30b,BGDd30c,BGDd30d,BGDj30,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e6,e11,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,f2,COVb1a,COVb1b,g6a,g1a,g2,g3,g4,BGDg5,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,COVk15,k15d,k16,k17,k20a1,k21,BGDk1a,BGDk1b,BGDk1c,BGDk3a,BGDk3b,BGDk3c,BGDk3d,BGDk3e,k30,h7a,BGDj1a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,BGDj12,BGDj16,j16,BGDj21a,BGDj21b,BGDj21c,j30a,j30b,j30c,j30e,j30f,h30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,BGDj31,BGDj32,l1,COVl2,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,BGDl14,BGDl15,BGDl16,BGDl17,BGDl18,BGDl19,SARl21,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2e,n2b,n2a1,n2i,n2e1,n7a,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
184,862601,1239,Hotels,Small,Khulna,Accommodation,55,Accommodation,Khulna,32,Medium,1,8,2022,16,14,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Shareholding company with non-traded shares or shares traded privately,,50,Yes,100,0,0,0,No,No,,1982,-9,1982,40,No,No,,No,,,Yes,40,0,30,-9,,No,,No,,,,,,No,,,No,,,,,,,No obstacle,Hotel or restaurant,Short time accommodation services (Residential hotel),50,6000,Square Feet,70,6620000,Six million six hundred twenty thousand,0,,,3300000,100,0,0,,,,,-7,,100,0,,,,Furniture for room,,,4,,Yes,10,No,0,No,No,Moderately,Moderately,Moderately,Moderately,-9,Moderately,-7,-7,-7,-7,-7,We fixed it and took action to make sure it did not happen again,No,,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,Only senior managers,No,,-7,-7,,,,No,-7,No,,,,No,,,No,,,,Yes,4,100,100,No,,,,,,,-7,Yes,,36000,No,,,Major obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,-9,-9,,,,,,,,,,,,,,-9,-9,,,-9,No,No,No,Cash,Cash,Cash,Cash,Cash,-7,Tend to agree,Tend to agree,-9,Yes,1,No,No,,-8,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,No obstacle,No obstacle,No obstacle,No obstacle,Major obstacle,No obstacle,6,1,5,2,3,4,-8,-9,28,28,25,,,1,5,22,,,0,0,,,,15,No,,,,,,,,,,,,,No,No obstacle,No obstacle,-7,13,15,7,2,9,4,6,14,3,12,8,10,1,11,5,2888000,,120000,,,,,1,8,2022,16,46,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,3,No,No,City with population over 1 million,5510,5510,Khulna,Small (5-19), Hotels,Panel,1.2464778,1.5420777,1.295555,159
185,862602,1243,Hotels,Small,Sylhet,Accommodation,55,Accommodation,Sylhet,17,Small,13,4,2022,19,47,1,Bangladesh,Bengali,Firm,Yes,3,No,,,Yes,2021,6,30,Partnership,,30,Yes,100,0,0,0,No,Yes,20,1986,10,1995,35,No,No,,No,,,No,,,,,,No,,No,,,,,,No,,,Yes,,,,,,,Moderate obstacle,Hotel or restaurant,Short time accommodation services (Residential hotel),75,-9,Square Feet,100,3000000,Three million,0,,,4000000,100,0,0,,,,,0,0,100,0,,,,Bed,,,2,,No,10,Yes,10,No,Yes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,-7,-7,-7,No obstacle,No obstacle,We fixed it but did not take further action,No,,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with normal amount of effort,All managers and most production workers,No,,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,,,,No,-7,No,,,,No,,,No,,,,Yes,16,100,100,No,,,,,,,Major obstacle,No,,,No,,,Minor obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,Yes,No,Cash,Cash,-7,-7,Cash,No obstacle,-7,-7,2,Yes,3,-9,No,,-8,,No,,,No,,,No,No,No,Strongly agree,Tend to agree,-9,Moderate obstacle,Moderate obstacle,No obstacle,Major obstacle,No obstacle,-7,6,1,4,5,2,3,Tax officials are corrupt,Better local services provided by the government,17,15,25,,,1,10,6,,,0,0,,,,5,No,,,,,,,,,,,,,-7,No obstacle,Moderate obstacle,Inadequately educated workforce,9,14,8,1,7,5,15,10,4,2,11,6,12,3,13,1500000,,90000,,,,,13,4,2022,20,40,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,Over 250.000 to 1 million,5510,5510,Sylhet,"Small, Medium and Large (5+)", Hotels,Panel,1.5963684,1.7332674,1.6909326,200
186,862603,1245,Hotels,Small,Dhaka City,Food and beverage service,55,Other services,Dhaka MA,20,Medium,10,5,2022,11,24,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2016,20,2016,6,No,No,,No,,,Yes,25,0,30,-9,,Yes,10,No,,,,,,No,,,No,,,,,,,Minor obstacle,Hotel or restaurant,Food and beverage service (Restaurant),,,,90,5000000,Five million,5,,,4500000,100,0,0,,,,,0,0,100,0,,,,Chicken,,,15,,No,6,No,15,Yes,No,Very much,Very much,Not at all,Not at all,Not at all,Not at all,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,We fixed it but did not take further action,No,,No,,,,No,,-7,-7,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,42,0,0,No,,,,,,,No obstacle,No,,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Strongly agree,Strongly agree,5,No,,,No,,-8,,No,,,No,,,No,No,No,Strongly agree,Strongly agree,Strongly disagree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,1,6,3,2,4,-9,Increased ease of paying taxes,20,20,20,,,2,15,3,,,-9,0,,,-9,,No,,,,,,,,,,,,,No,No obstacle,No obstacle,-7,8,13,2,1,4,6,3,12,15,7,9,11,10,5,14,2200000,,800000,,,,,10,5,2022,11,54,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,Yes,Yes,City with population over 1 million,5520,5610,Dhaka City,Small (5-19), Hotels,Panel,10.255777,14.134343,19.974981,12
187,862604,1250,Hotels,Medium,Dhaka City,Food and beverage service,55,Other services,Dhaka MA,12,Small,18,3,2022,12,38,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,4,30,Partnership,,50,Yes,100,0,0,0,Yes,No,,2009,32,2009,19,No,No,,No,,,Yes,2,3,0,10,,Yes,4,No,,,,,,No,,,No,,,,,,,Minor obstacle,Hotel or restaurant,Food and beverage service (Restaurant),,,,30,9000000,Nine million,10,,,9000000,100,0,0,,,,,0,5,100,0,,,,Chicken,,,7,,Yes,12,No,6,Yes,Yes,Very much,Moderately,Slightly,Not at all,Slightly,Not at all,Minor obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,-7,Yes,1-2 production performance indicators,No,,,,Yes,Their own performance,Promotions were based solely on performance and ability,Rarely or never,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,20,0,0,No,,,,,,,Very severe obstacle,Yes,3,,No,,,Minor obstacle,100,0,0,0,0,Yes,60000,0,100,,0,,0,,0,,0,,0,,,,,Yes,No,No,,,,,,,,,,,,,,No,No,Size of loan and maturity were insufficient,,No,No,Yes,No,Cash,Cheque,-7,-7,Cash,Moderate obstacle,Tend to disagree,Tend to disagree,10,Yes,1,No,No,,5,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to disagree,Moderate obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,3,1,6,5,4,2,Too many documents or too frequent filing,Increased ease of paying taxes,12,12,20,,,1,6,5,,,-9,0,,,,5,No,,,,,,,,,,,,,No,Minor obstacle,Minor obstacle,Customs and trade regulations,13,15,7,2,9,4,6,14,3,12,8,10,1,11,5,1450000,,300000,,,,,18,3,2022,14,31,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,Yes,Yes,City with population over 1 million,5520,5610,Dhaka City,Medium (20-99), Hotels,Panel,1.4122958,2.1167629,3.0722132,26
188,862605,1251,Hotels,Small,Rajshahi,Accommodation,55,Accommodation,Rajshahi,25,Medium,24,4,2022,11,24,1,Bangladesh,Bengali,Establishment,Yes,2,Yes,Yes,Yes,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2000,20,2000,21,No,No,,No,,,Yes,60,1,0,3,,No,,No,,,,,,No,,,Yes,,,,,,,Very severe obstacle,Hotel or restaurant,Short time accommodation services (Residential hotel),44,6500,Square Feet,100,4000000,Four million,5,,,4500000,100,0,0,,,,,0,30,100,0,,,,Furniture for room,,,1,Yes,Yes,10,No,0,No,No,Very much,Moderately,Very much,Not at all,Not at all,Not at all,Major obstacle,Major obstacle,No obstacle,Moderate obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,All managers and most production workers,Yes,Their own performance,"Promotions were based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Rarely or never,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,16,100,100,No,,,,,,,Moderate obstacle,Yes,5,,No,,,Moderate obstacle,50,50,0,0,0,Yes,500000,0,100,,0,,0,,0,,0,,0,,,,,Yes,No,Yes,State-owned banks or government agency,2019,10000000,Yes,Yes,No,No,No,No,30000000,-9,,-9,No,No,Other,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,Moderate obstacle,Tend to disagree,Tend to disagree,0,No,,,No,,2,,No,,,No,,,No,No,No,Tend to agree,Strongly disagree,Strongly agree,Major obstacle,Major obstacle,No obstacle,Major obstacle,Moderate obstacle,No obstacle,2,4,6,3,5,1,Other reason,Other,25,25,20,,,2,17,6,,,-9,0,,,80,,Yes,,,,,,,Yes,Computer or general IT skills including use of internet and software,In-house training staff,Yes,"Personal development training such as working in a team, time-use, leadership, handling stress",In-house training staff,No,Moderate obstacle,Moderate obstacle,Tax rates,6,2,13,4,7,14,8,1,3,12,9,11,5,15,10,2800000,,600000,,,,,24,4,2022,12,22,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,City with population over 1 million,5510,5510,Rajshahi,Small (5-19), Hotels,Panel,4.6946564,5.4454217,4.594556,127
189,862606,1255,Hotels,Small,Dhaka City,Accommodation,55,Accommodation,Dhaka MA,16,Small,18,8,2022,12,50,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,No,100,0,0,0,No,No,,1991,7,1991,30,No,No,,No,,,Yes,4,0,10,-9,,No,,No,,,,,,No,,,No,,,,,,,No obstacle,Hotel or restaurant,Short time accommodation services (Residential hotel),36,4500,Square Feet,100,2700000,Two million seven hundred thousand,0,,,2000000,100,0,0,,,,,-7,,100,0,,,,Furniture for room,,,4,,Yes,10,No,0,No,No,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,-7,-7,-7,-7,-7,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,-7,-7,,,,Yes,-7,No,,,,No,,,No,,,,Yes,24,100,100,No,,,,,,,-7,Yes,,60000,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,-7,-7,-7,-9,No,,,No,,-8,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,No obstacle,No obstacle,-7,No obstacle,No obstacle,No obstacle,6,5,1,4,3,2,-8,-9,15,15,15,,,0,5,10,,,0,0,,,,4,No,,,,,,,,,,,,,No,No obstacle,No obstacle,-7,13,6,15,9,11,7,8,3,2,10,1,4,14,5,12,1658000,,36000,,,,,18,8,2022,13,4,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,Yes,Yes,City with population over 1 million,5510,5510,Dhaka City,Small (5-19), Hotels,Panel,10.255777,14.134343,19.974981,12
190,862607,1260,Hotels,Small,Greater Dhaka,Accommodation,55,Accommodation,Greater Dhaka,8,Small,30,3,2022,7,8,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Shareholding company with non-traded shares or shares traded privately,,33,Yes,100,0,0,0,Yes,No,,1960,8,1971,20,No,No,,No,,,Yes,2,0,30,,4000,No,,No,,,,,,No,,,No,,,,,,,No obstacle,Hotel or restaurant,Short time accommodation services (Residential hotel),15,3600,Square Feet,100,1096000,One million ninety-six thousand,0,,,1100000,100,0,0,,,,,0,1,100,0,,,,Bedsheet,,,3,,No,0,No,5,No,No,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,No obstacle,-7,-7,No obstacle,No obstacle,-7,No,,No,,,,No,,-7,Rarely or never,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,4,100,100,No,,,,,,,No obstacle,Yes,,140000,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cash,Cash,-7,-7,-7,No obstacle,Tend to agree,Tend to agree,1,No,,,No,,0,,No,,,No,,,No,No,No,Tend to agree,Tend to disagree,Tend to disagree,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,5,2,1,3,4,Tax procedures are too complicated,Higher thresholds for non-taxable income,8,6,8,,,0,6,2,,,-9,0,,,,2,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Tax rates,11,5,9,3,15,4,8,1,14,6,13,10,2,12,7,960000,,96000,,,,,30,3,2022,8,25,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,5510,5510,Greater Dhaka,Small (5-19), Hotels,Panel,1.9776235,2.2773108,3.7341564,50
191,862608,1263,Other Services,Large,Dhaka City,Food and beverage service,55,Other services,Dhaka MA,12,Small,21,3,2022,16,43,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,1988,10,1991,14,No,No,,No,,,Yes,25,0,30,25,,No,,No,,,,,,No,,,Yes,,,,,,,Moderate obstacle,Hotel or restaurant,Food and beverage service (Restaurant),,,,40,1800000,One million eight hundred thousand,0,,,1600000,100,0,0,,,,,5,4,100,0,,,,Beef,,,4,,Yes,17,No,20,Yes,Yes,Very much,Extremely,Extremely,Not at all,Not at all,Not at all,Moderate obstacle,No obstacle,No obstacle,Major obstacle,Moderate obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,No,,Promotions were based solely on performance and ability,-7,,,,No,Very severe obstacle,No,,,,No,,,No,,,,Yes,10,0,0,No,,,,,,,Minor obstacle,Yes,5,,No,,,No obstacle,20,0,0,80,0,No,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,No,No,-9,,No,No,Yes,No,Mobile money payment,Cash,Cash,Cash,Cash,No obstacle,Tend to agree,Tend to agree,2,Yes,10,No,No,,0,,No,,,No,,,No,Yes,No,Strongly agree,Tend to disagree,Strongly agree,Moderate obstacle,No obstacle,No obstacle,Very severe obstacle,Very severe obstacle,No obstacle,1,6,2,4,3,5,Other reason,Fewer number of taxes,12,12,12,,,2,1,1,,,-9,0,,,30,,No,,,,,,,,,,,,,No,Moderate obstacle,Major obstacle,Access to land,13,4,10,8,6,3,2,15,12,14,7,5,9,1,11,1300000,,50000,,,,,21,3,2022,17,33,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Yes,Yes,City with population over 1 million,5520,5610,Dhaka City,Large (100 or more),Other Services,Panel,7.2645807,14.855321,30.132576,41
192,862609,1264,Other Services,Small,Rajshahi,Food and beverage service,55,Other services,Rajshahi,20,Medium,23,5,2022,15,15,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2016,14,2016,7,No,No,,No,,,Yes,15,0,30,,8400,No,,No,,,,,,Yes,3,6,No,,,,,,,Minor obstacle,Hotel or restaurant,Food and beverage service (Restaurant),,,,50,5400000,Five million four hundred thousand,0,,,4700000,100,0,0,,,,,0,0,100,0,,,,Beef,,,1,Yes,Yes,6,No,20,Yes,Yes,Moderately,Moderately,Very much,Not at all,Not at all,Not at all,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,10 or more production performance indicators,No,,,,No,,Non-managers are normally not promoted,Rarely or never,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,36,0,0,No,,,,,,,Moderate obstacle,Yes,30,,No,,,No obstacle,50,0,50,0,0,Yes,10000,0,0,,0,,0,,100,,0,,0,,,,,No,No,Yes,Non-bank financial institutions,2021,200000,No,,,,,,,1,150000,0,No,Yes,,Application was approved in full,No,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Strongly disagree,Strongly disagree,10,No,,,No,,0,,No,,,No,,,No,No,No,Tend to agree,Tend to disagree,Strongly agree,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,4,2,5,1,6,3,Tax procedures are too complicated,Increased ease of paying taxes,15,10,10,,,2,1,2,,,-9,0,,,,5,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Tax rates,7,6,15,3,1,9,2,8,14,13,12,5,4,11,10,1800000,,144000,,,,,23,5,2022,16,6,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,City with population over 1 million,5520,5610,Rajshahi,Small (5-19),Other Services,Panel,19.74314,24.688902,30.229902,129
193,862610,1265,Other Services,Small,Dhaka City,Food,15,Manufacturing,Dhaka MA,12,Small,19,6,2022,17,59,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Sole proprietorship,,100,No,100,0,0,0,No,-9,,1995,5,1999,15,No,No,,No,,,No,,,,,,No,,No,,,No,,,No,,,No,No,,No,No,No,No,No obstacle,Manufacturing of ,Manufacturing of sweetmeet,,,,80,7200000,Seven million two hundred thousand,0,6000000,Six million,7000000,100,0,0,,,,,0,0,100,0,,,,Milk,,,35,,-9,24,No,25,No,No,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,We fixed it but did not take further action,No,,No,,,,No,,Promotions were based solely on performance and ability,-7,Local_main product sold mostly in same municipality where establishment is located,500,No,No,No obstacle,No,,,,No,,,No,,60,75,Yes,35,0,0,No,,,No,,,,No obstacle,No,,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,-9,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Strongly agree,Strongly agree,5,No,,,No,,-8,,No,,,No,,,No,No,No,Strongly agree,Strongly agree,Strongly disagree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,5,3,4,6,1,Tax procedures are too complicated,Increased ease of paying taxes,12,12,12,10,2,10,0,0,2,0,,3,2,2,-9,,No,,,,,,,,,,,,,No,No obstacle,No obstacle,-7,8,10,12,2,11,15,9,7,4,14,13,3,6,5,1,800000,4000000,120000,800000,,4500000,500000,19,6,2022,18,29,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,Yes,Yes,City with population over 1 million,1520,1050,Dhaka City,Small (5-19),Other Services,Panel,8.803863,12.894,23.240688,14
194,862611,1267,Other Services,Small,Dhaka City,Food and beverage service,55,Other services,Dhaka MA,12,Small,17,3,2022,14,37,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Partnership,,50,Yes,100,0,0,0,No,No,,2010,8,2010,5,No,No,,No,,,Yes,5,0,15,-9,,Yes,1,No,,,,,,No,,,No,,,,,,,No obstacle,Hotel or restaurant,Food and beverage service (Restaurant),,,,10,3500000,Three million five hundred thousand,0,,,4000000,100,0,0,,,,,0,5,100,0,,,,Aromatic rice,,,4,,Yes,8,No,0,Yes,No,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,No obstacle,-7,-7,No obstacle,No obstacle,-7,No,,No,,,,No,,Non-managers are normally not promoted,Rarely or never,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,16,0,0,No,,,,,,,No obstacle,Yes,,120000,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cash,Cash,Cash,-7,Cash,No obstacle,Tend to disagree,-9,5,Yes,2,No,No,,0,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to disagree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,4,6,5,3,2,-9,Increased ease of paying taxes,12,8,14,,,5,4,3,,,-9,0,,,-9,,No,,,,,,,,,,,,,No,No obstacle,Minor obstacle,-7,6,11,2,7,3,13,1,10,14,12,4,15,9,5,8,1205000,,350000,,,,,17,3,2022,15,47,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,Yes,Yes,Over 250.000 to 1 million,5520,5610,Dhaka City,Small (5-19),Other Services,Panel,9.069177,13.558618,27.912516,14
195,862612,1269,Other Services,Small,Dhaka City,Food and beverage service,55,Other services,Dhaka MA,13,Small,17,3,2022,10,22,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,1974,-9,-9,15,Yes,No,,No,,,No,,,,,,No,,No,,,,,,No,,,No,,,,,,,No obstacle,Hotel or restaurant,Food and beverage service (Restaurant),,,,100,2400000,Two million four hundred thousand,0,,,-9,100,0,0,,,,,0,0,100,0,,,,Rice,,,1,Yes,Yes,10,No,0,Yes,No,Not at all,Moderately,Not at all,Not at all,Not at all,Slightly,No obstacle,No obstacle,-7,-7,-7,-7,No,,No,,,,No,,-7,-7,,,,No,No obstacle,No,,,,No,,,No,,,,Yes,78,100,100,No,,,,,,,-7,No,,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,,No,No,Other,,No,No,No,No,Cash,Cash,-7,-7,-7,No obstacle,Tend to disagree,Tend to agree,-9,No,,,No,,-9,,No,,,No,,,No,No,No,Strongly agree,-7,-7,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,4,5,6,2,1,3,Tax officials are corrupt,Fewer number of taxes,13,13,13,,,1,6,6,,,-9,13,0,-9,-9,,No,,,,,,,,,,,,,-7,No obstacle,No obstacle,-7,10,5,3,8,9,14,15,2,1,11,4,13,7,12,6,-9,,-9,,,,,17,3,2022,11,10,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with different managers/staff,1,30,2,Yes,Yes,Over 250.000 to 1 million,5520,5629,Dhaka City,Small (5-19),Other Services,Panel,9.069177,13.558618,27.912516,14
196,862613,1270,Other Services,Small,Dhaka City,Food and beverage service,55,Other services,Dhaka MA,15,Small,8,4,2022,17,23,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,No,100,0,0,0,No,No,,2002,6,2005,20,No,No,,No,,,No,,,,,,Yes,3,No,,,,,,No,,,No,,,,,,,Minor obstacle,Hotel or restaurant,Food and beverage service (Restaurant),,,,100,18000000,Eighteen million,1,,,15000000,100,0,0,,,,,5,5,100,0,,,,Beef,,,34,,Yes,12,Yes,5,Yes,Yes,Slightly,Moderately,Slightly,Slightly,Moderately,Moderately,Minor obstacle,-7,-7,Minor obstacle,Major obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with normal amount of effort,Only senior managers,Yes,Their team's or shift performance,"Promotions were based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",After 6 months of identifying non-manager under-performance,,,,Yes,Moderate obstacle,No,,,,Yes,Introduced hygenic and smooth service,Food items diversified. New type of spices engaged.,No,,,,Yes,12,100,100,No,,,,,,,No obstacle,Yes,1,,Yes,1,,Minor obstacle,15,35,0,50,0,Yes,100000,250000,25,,25,,25,,0,,25,,0,,,,,Yes,No,Yes,Private commercial banks,2021,500000,Yes,Yes,No,No,Yes,No,2000000,2,1000000,1500000,No,Yes,,Application was approved in full,Yes,Yes,Yes,Yes,Cash,Cash,Cash,Cash,Cash,No obstacle,Tend to disagree,Tend to disagree,55,Yes,1,Yes,No,,5,,No,,,No,,,No,Yes,No,Tend to agree,Tend to disagree,Tend to disagree,Major obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,4,6,2,1,5,3,Too many documents or too frequent filing,Increased ease of paying taxes,18,15,16,,,2,10,6,,,-9,10,2,6,20,,No,,,,,,,,,,,,,No,Major obstacle,Minor obstacle,Tax rates,13,6,15,9,11,7,8,3,2,10,1,4,14,5,12,3200000,,2200000,,,,,9,4,2022,4,59,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with different managers/staff,2,0,1,Yes,Yes,City with population over 1 million,5520,5610,Dhaka City,Small (5-19),Other Services,Panel,9.069177,13.558618,27.912516,14
